exam_name,full_form,Exam Category,application_form_date,examination_date,result_date,Logo_Img_links,Mode_of_exam,detail_text
AP OAMDC,Andhra Pradesh Online Admissions Module for Degree Colleges,vocational-courses,,,,https://images.collegedunia.com/public/college_data/images/logos/AP OAMDC.jpg?h=66&w=66&mode=stretch,Online Test,
CENTAC,Central Admission Committee,vocational-courses,12 Jul 23-18 Jul 23,,,https://images.collegedunia.com/public/college_data/images/logos/pondicherry-university-entrance-exam.png?h=66&w=66&mode=stretch,Written Test,"CENTAC entrance exam conducted for admission to various UG courses in the field of engineering, pharmacy and other"
GMAT,Graduate Management Admission Test,study-abroad-exams,,,,https://images.collegedunia.com/public/college_data/images/logos/Group 21377.png?h=66&w=66&mode=stretch,Online Test,GMAT is conducted by GMAC for admission to management courses in various Business courses
Duolingo,Duolingo,study-abroad-exams,,,,https://images.collegedunia.com/public/college_data/images/logos/image (59).png?h=66&w=66&mode=stretch,Online Test,Duolingo is an English proficiency exam that is taken through the Duolingo app by candidates aspiring to study abroad.
AP Exam,Advanced Placement,study-abroad-exams,,,,https://images.collegedunia.com/public/college_data/images/logos/AP Logo.png?h=66&w=66&mode=stretch,Written Test,
TOEFL,Test of English as a Foreign Language,study-abroad-exams,,,,https://images.collegedunia.com/public/college_data/images/logos/toefl.png?h=66&w=66&mode=stretch,Online Test,toefl
IELTS,International English Language Testing System,study-abroad-exams,,,,https://images.collegedunia.com/public/college_data/images/logos/ielts.png?h=66&w=66&mode=stretch,Online Test,
GRE,Graduate Record Examination,study-abroad-exams,,,,https://images.collegedunia.com/public/college_data/images/logos/gre.png?h=66&w=66&mode=stretch,Online Test,GRE is an international standardized test required for admission into Graduate schools in the United States of America
PTE,Pearson Test of English,study-abroad-exams,,,,https://images.collegedunia.com/public/college_data/images/logos/pte.png?h=66&w=66&mode=stretch,Online Test,PTE (Pearson Test of English) is an English proficiency test accepted by universities worldwide. It is conducted by Pearson PCL group for students whose native language is not English.
SAT,Scholastic Aptitude Test,study-abroad-exams,,,,https://images.collegedunia.com/public/college_data/images/logos/sat llogo.jpg?h=66&w=66&mode=stretch,Written Test,
MELAB,Michigan English Language Assessment Battery,study-abroad-exams,,,,https://images.collegedunia.com/public/college_data/images/logos/melab-logo.png?h=66&w=66&mode=stretch,Written Test,
MCAT,Medical College Admission Test,study-abroad-exams,,,,https://images.collegedunia.com/public/college_data/images/logos/MCAT Logo.png?h=66&w=66&mode=stretch,Online Test,
TOEIC,Test of English for International Communication,study-abroad-exams,,,,https://images.collegedunia.com/public/college_data/images/logos/logo-toeic-transparent1.png?h=66&w=66&mode=stretch,Written Test,
NID,National Institute of Design Entrance Exam,Animation,12 Dec 23-08 Sept 23,24-Dec-23,24-Mar-24,https://images.collegedunia.com/public/college_data/images/logos/NID Logo.png?h=66&w=66&mode=stretch,Written Test,
TS POLYCET,Telangana State Polytechnic Common Entrance Test,Animation,16 Jan 24-24 Apr 24,17-May-24,26-May-24,https://images.collegedunia.com/public/college_data/images/logos/98133_sbtet-logo.png?h=66&w=66&mode=stretch,Written Test,TS POLYCET is conducted by State Board of Technical Education and Training Telangana for admission in polytechnic courses
VOCLET,Vocational Lateral Entry Test,Animation,28 Feb 24-10 Apr 24,3-Jun-24,28-Jun-24,https://images.collegedunia.com/public/college_data/images/logos/logo (1).png?h=66&w=66&mode=stretch,Written Test,
